"supplier_id"
222
320
1220
1276
1318
1519
1576
1780
1803
2123
2125
2208
2209
2702
2883
3000
3005
3040
3245
3292
3507
3796
3929
4207
4306
4593
4909
5259
5976
6233
6604
6764
6965
7394
7464
7493
7514
7692
7730
8081
8364
8512
8678
9223
9332
9419
11058
11139
11411
11712
11873
12266
12803
12971
13279
13372
13476
13677
13717
13831
13893
13915
14663
14708
15013
15039
15109
15254
15641
16860
17440
18410
18857
19105
19431
19870
19943
20679
21032
21639
21851
21878
21942
21980
22244
22405
23385
23406
23920
24398
25341
25878
26161
26494
26675
26951
27088
27516
27810
28063
28473
28537
28739
29344
30105
30457
31082
31592
31916
32171
32420
33025
33228
33452
33502
34525
34786
35194
35395
35416
35557
37182
37483
38215
39111
41056
42010
42136
42220
42466
42921
43265
43603
43869
44341
44571
44729
45003
45123
45730
46641
46642
46693
46880
46923
50334
50894
50926
50935
51916
52757
54033
54626
55218
55430
55919
56092
56322
56621
56792
57248
57525
59251
59640
60746
61635
61667
62167
62434
62469
63028
63085
63435
63475
64161
64290
64424
65678
65898
66080
66676
67385
67455
67582
67599
69136
70674
70900
71794
71797
72141
72283
72810
73234
73325
74477
74856
75010
75356
75357
76133
76279
77118
77286
78565
78617
78750
79128
79950
80115
80479
80487
81408
81477
82981
83340
84618
84982
85368
86205
86419
86509
87348
87621
87749
87923
89223
90056
90507
90728
92198
92800
93194
93808
94282
94781
95015
95298
95423
95658
97688
98598
98699
98806
99153
99362
99465
99528
100519
101143
101352
101416
101491
101747
102296
102392
102477
102852
103513
103593
103676
104104
104165
105132
105625
106177
106255
106540
106627
106714
106736
106937
108013
108387
108959
108994
109788
110336
111259
111977
112728
113126
113728
113818
113860
114190
114201
114227
114490
115321
115654
115843
115845
116828
116934
116989
117336
117597
117770
118101
118216
118282
118341
118444
118696
119409
119546
119921
119993
120565
121312
122004
122254
122271
122799
123102
123911
125008
125238
126007
126328
126332
126583
127195
127685
128221
129313
129688
129692
131034
132261
133012
133219
134180
135015
135151
135773
136129
136653
136687
137929
138318
138464
138740
139713
140117
140816
140865
141073
141632
141808
141929
142602
143109
143728
144517
144646
145240
145326
145346
146169
146237
146350
146565
146682
148415
149167
149768
149911
151136
151424
151712
152125
152639
152659
153764
154149
155001
155770
156608
156642
156843
157543
157593
157720
158633
159082
159654
159783
160047
160867
161107
161112
162565
162799
163585
163863
163984
164015
164589
164597
164605
165139
165462
165802
166437
99
274
330
338
472
848
885
1017
1898
2215
2331
2753
2781
2865
3038
4452
4658
4769
4953
5022
5165
5336
5475
6263
6381
6478
6986
7019
7077
7199
7294
7719
7772
7923
7949
8012
8634
8681
8879
8996
9873
10555
10769
10771
10927
11016
11305
11312
11631
11801
11930
12439
12629
12657
12662
13276
13321
13468
13799
14143
14172
14750
14878
14932
15225
15668
16187
16810
18994
19238
19318
19507
19554
22669
23254
23918
23993
24077
24127
24782
24838
25392
25650
26279
26362
27507
27761
27850
28898
29009
29074
29642
30090
30262
30465
30518
30856
31317
31381
31564
31574
31594
32387
32487
32999
34494
34621
35789
36270
36438
36454
36673
36917
37136
37173
37353
37388
37525
37955
38237
38458
38801
38971
39220
39273
40191
40941
41175
41415
41777
42157
44219
44621
45309
45609
46332
47420
48268
48539
48622
48819
49456
51189
52097
52509
53080
53307
54344
54480
55049
55112
55871
56850
57036
57124
57388
57692
59137
59315
59361
59713
59828
59964
60389
60973
62493
63890
64095
64294
64550
64667
65543
66084
67705
67919
68371
69129
69297
70173
70264
70558
71428
71549
72072
72176
72222
72823
73257
73838
74478
74976
75190
75380
75918
75938
76364
76527
76532
76836
77329
77542
78119
78193
78771
79485
79642
80420
80424
80622
81054
81882
81998
82235
83434
83974
84037
85909
86890
87109
87113
87127
87245
87373
88123
88917
89249
89743
90031
91191
91496
91875
92177
93130
93272
93753
93788
93912
93954
94354
94481
95778
96833
97437
98057
98172
98187
99166
99314
99803
99882
100091
100300
100429
100459
100632
101049
101055
101635
101651
101857
102086
102149
103117
103233
103405
103680
104358
104931
105119
106500
106981
107312
107798
107901
108246
108831
108843
108905
109579
110105
110246
110360
110821
111983
112080
112336
112745
113353
113565
113722
113935
114054
114103
114321
114916
114980
115374
115486
115687
115817
116766
117467
117611
118142
118291
119192
119649
120163
120949
121046
122177
122812
123532
123907
124138
124290
124566
125091
125203
125707
125715
125718
125750
126334
126703
126725
126761
127056
127270
127692
127886
128548
128575
128612
129301
129495
129647
129811
130106
130863
131152
131481
131884
132606
133229
133362
135494
135778
136280
136420
136428
136809
137253
137556
138267
138268
139321
141533
141917
142257
143070
143845
144201
144362
144580
145082
145307
145729
146211
146834
147024
147264
147277
147675
149009
149075
149661
150292
151360
151932
152580
152638
153148
153877
154224
154706
154769
156555
157128
157169
157781
157921
159404
160335
161508
161739
162221
162557
162601
163713
164027
164099
164324
164528
164649
164920
166576
167182
167324
168088
168308
168621
169041
169352
169878
170322
171024
171403
171467
171976
172122
172193
172394
172501
172752
173027
173621
173681
173708
174167
174230
174278
174491
174561
174625
174788
175820
176116
176508
177887
177934
179202
179211
179252
179345
179482
179606
179992
180096
180175
180645
181957
182643
183003
183018
184021
184939
185570
185968
186441
186980
187063
188482
189097
190294
190387
190642
191010
191618
191852
192139
192269
192289
192417
192608
192889
