merchant_name,root_category_id,root_category_name
EasyTech,3711,Unknown
Evrika,3711,Unknown
FDR,3711,Unknown
Fora,3711,Unknown
Fresh breeze,3711,Unknown
HOFMANN,3711,Unknown
HOKO MARKET,3711,Unknown
HURACAN,3711,Unknown
Haier Kazakhstan,3711,Unknown
Haley,3711,Unknown
Hi-Tech (Хайтек),3711,Unknown
KazIT,3711,Unknown
LG Electronics Almaty Kazakhstan,3711,Unknown
LUXE SHOP,3711,Unknown
Lucente,3711,Unknown
M-techno,3711,Unknown
MEINHAUS.KZ,3711,Unknown
MaxiExpress,3711,Unknown
Mechta.kz,3711,Unknown
MegaNetwork.kz,3711,Unknown
Mufassa,3711,Unknown
My Case,3711,Unknown
NetBazar,3711,Unknown
Nomad,3711,Unknown
Oma.kz,3711,Unknown
Power Plus,3711,Unknown
Price-less,3711,Unknown
QazTech,3711,Unknown
Qural-Saiman,3711,Unknown
REAL-PRICE.kz,3711,Unknown
RSHOPPING KZ,3711,Unknown
Redmart,3711,Unknown
SCK,3711,Unknown
SHOK,3711,Unknown
SMART HOOM,3711,Unknown
SMARTY,3711,Unknown
SMEG ТЕХНОЛАЙН,3711,Unknown
Sale. Kz,3711,Unknown
SauDa market,3711,Unknown
Sauda24.kz,3711,Unknown
SimBeeLand,3711,Unknown
Smart Technology,3711,Unknown
SmartLife,3711,Unknown
Smartshop,3711,Unknown
Starr Home,3711,Unknown
Sulpak,3711,Unknown
SuperSale,3711,Unknown
TECHNO-VISION,3711,Unknown
TECHNOSKLAD,3711,Unknown
TORE официальный магазин,3711,Unknown
TORGTECH,3711,Unknown
TS-MARKET,3711,Unknown
TV AZIA,3711,Unknown
TechnoDom.kz,3711,Unknown
Technomagkz,3711,Unknown
Technovision One,3711,Unknown
Texno,3711,Unknown
Top-sale,3711,Unknown
TopShop,3711,Unknown
Trendshop,3711,Unknown
Vertex,3711,Unknown
ZAKAJY.KZ,3711,Unknown
_ALGA_,3711,Unknown
baypak,3711,Unknown
bt24.kz / Белая Техника,3711,Unknown
«Best Erke»,3711,Unknown
Алия,3711,Unknown
Атмосфера,3711,Unknown
ГИДРАНТКАЗ ONLINE SHOPING,3711,Unknown
ДОЛЯМИ.kz,3711,Unknown
ИП DOSS,3711,Unknown
ИП Goodki,3711,Unknown
ИП QPICK,3711,Unknown
ИП Айс,3711,Unknown
ИП КЕНЖЕБЕКОВА,3711,Unknown
Казахтелеком Магазин,3711,Unknown
Маунфелд КЗ,3711,Unknown
О'КЕЙ,3711,Unknown
ПРИОЛЬ,3711,Unknown
Планета Электроники,3711,Unknown
Пять Звезд,3711,Unknown
Телерадиотехника,3711,Unknown
ТехноGRAD,3711,Unknown
Техномаг,3711,Unknown
Фирменный магазин,3711,Unknown
Фирменный магазин (Evrika Retail Group),3711,Unknown
Электро тайм,3711,Unknown
1.kz,3711,Unknown
12 месяцев-Астана,3711,Unknown
2People,3711,Unknown
ALL IN,3711,Unknown
ALSER.kz,3711,Unknown
APS STORE,3711,Unknown
Ademtechno.kz,3711,Unknown
Anni Min,3711,Unknown
Artface Сompany,3711,Unknown
BS KAZAKHSTAN,3711,Unknown
Best-Market,3711,Unknown
DELLA SHOP,3711,Unknown
DI Technics,3711,Unknown
DNA Tech,3711,Unknown
Desiredmarket,3711,Unknown
Discount shop,3711,Unknown
EAST BREEZE,3711,Unknown
Fora,3711,Unknown
Fresh breeze,3711,Unknown
HOFMANN,3711,Unknown
Hi-Tech (Хайтек),3711,Unknown
Kitfort официальный магазин,3711,Unknown
Krypton Almaty,3711,Unknown
M-Technics.kz,3711,Unknown
M-techno,3711,Unknown
Mechta.kz,3711,Unknown
MegaNetwork.kz,3711,Unknown
NetBazar,3711,Unknown
Polson,3711,Unknown
Power Plus,3711,Unknown
Price-less,3711,Unknown
SIN.KZ,3711,Unknown
Sale. Kz,3711,Unknown
Sauda24.kz,3711,Unknown
Smart Technology,3711,Unknown
SmartLife,3711,Unknown
Sulpak,3711,Unknown
SuperSale,3711,Unknown
TS-MARKET,3711,Unknown
TechnoDom.kz,3711,Unknown
Top-sale,3711,Unknown
TopShop,3711,Unknown
Vita мир,3711,Unknown
Xiaomi store official,3711,Unknown
ZAKAJY.KZ,3711,Unknown
_ALGA_,3711,Unknown
Аквамаркет BONA,3711,Unknown
Акватрейд,3711,Unknown
ИП QPICK,3711,Unknown
Казахтелеком Магазин,3711,Unknown
О'КЕЙ,3711,Unknown
СтоВатт,3711,Unknown
3D Trade,94354,Винные шкафы
EAST BREEZE,94354,Винные шкафы
Fora,94354,Винные шкафы
Fresh breeze,94354,Винные шкафы
NetBazar,94354,Винные шкафы
SCK,94354,Винные шкафы
Smart Technology,94354,Винные шкафы
Sulpak,94354,Винные шкафы
_ALGA_,94354,Винные шкафы
Маунфелд КЗ,94354,Винные шкафы
О'КЕЙ,94354,Винные шкафы
Техника для дома,94354,Винные шкафы
-techno market-,3679,Unknown
1.kz,3679,Unknown
12 месяцев-Астана,3679,Unknown
2People,3679,Unknown
5 Звезд,3679,Unknown
A-T STORE,3679,Unknown
ABC Retail,3679,Unknown
ALL IN,3679,Unknown
ALSER.kz,3679,Unknown
ASKA.KZ,3679,Unknown
ASTECHKZ,3679,Unknown
Ademtechno.kz,3679,Unknown
AlemSink,3679,Unknown
Anni Min,3679,Unknown
Artface Сompany,3679,Unknown
AsEr TECHNO,3679,Unknown
AuraTech,3679,Unknown
BOSCH CENTRE (Evrika Retail Group),3679,Unknown
BS KAZAKHSTAN,3679,Unknown
Batyrstore,3679,Unknown
Best-Market,3679,Unknown
Bestmarket,3679,Unknown
DAREL Trade,3679,Unknown
DELLA SHOP,3679,Unknown
DILLION MART “DMR”,3679,Unknown
DNA Tech,3679,Unknown
DOMALISPRO,3679,Unknown
Darmart,3679,Unknown
Desiredmarket,3679,Unknown
Discount shop,3679,Unknown
E-COM.kz,3679,Unknown
EAST BREEZE,3679,Unknown
EasyTech,3679,Unknown
Essen QAZAQSTAN,3679,Unknown
Evrika,3679,Unknown
FastDev Trade,3679,Unknown
Fora,3679,Unknown
Fresh breeze,3679,Unknown
GlobalTm,3679,Unknown
HOFMANN,3679,Unknown
HOKO MARKET,3679,Unknown
HURACAN,3679,Unknown
Haier Kazakhstan,3679,Unknown
Haley,3679,Unknown
Hi-Tech (Хайтек),3679,Unknown
Kitfort официальный магазин,3679,Unknown
Lucente,3679,Unknown
M-techno,3679,Unknown
MEINHAUS.KZ,3679,Unknown
MERCURY,3679,Unknown
MOBILAGID,3679,Unknown
MaxiExpress,3679,Unknown
Mechta.kz,3679,Unknown
MegaNetwork.kz,3679,Unknown
Metropolitan,3679,Unknown
NETA HOME,3679,Unknown
NetBazar,3679,Unknown
Oma.kz,3679,Unknown
Polson,3679,Unknown
Power Plus,3679,Unknown
Price-less,3679,Unknown
Qural-Saiman,3679,Unknown
REAL-PRICE.kz,3679,Unknown
Redmart,3679,Unknown
SCK,3679,Unknown
SHOK,3679,Unknown
SMART HOOM,3679,Unknown
SMARTY,3679,Unknown
SMEG ТЕХНОЛАЙН,3679,Unknown
STIM,3679,Unknown
Sale. Kz,3679,Unknown
Satel,3679,Unknown
Sauda24.kz,3679,Unknown
ShopMax,3679,Unknown
SimBeeLand,3679,Unknown
Smart Technology,3679,Unknown
SmartLife,3679,Unknown
Smartshop,3679,Unknown
Sulpak,3679,Unknown
SuperSale,3679,Unknown
TECHNO-VISION,3679,Unknown
TECHNOSKLAD,3679,Unknown
TORGTECH,3679,Unknown
TS-MARKET,3679,Unknown
TakoShop,3679,Unknown
Techno Gold,3679,Unknown
TechnoDom.kz,3679,Unknown
Technomagkz,3679,Unknown
Technovision One,3679,Unknown
Texno,3679,Unknown
Top-sale,3679,Unknown
TopShop,3679,Unknown
Trendshop,3679,Unknown
VICTORIA,3679,Unknown
Vertex,3679,Unknown
Werner Kazakhstan,3679,Unknown
ZAKAJY.KZ,3679,Unknown
_ALGA_,3679,Unknown
artomolli,3679,Unknown
bt24.kz / Белая Техника,3679,Unknown
«Best Erke»,3679,Unknown
Адал,3679,Unknown
Алатырь,3679,Unknown
Амир,3679,Unknown
ДОЛЯМИ.kz,3679,Unknown
ЗУБР-официальный магазин в городе Алматы,3679,Unknown
ИП AiSANA,3679,Unknown
ИП QPICK,3679,Unknown
Казахтелеком Магазин,3679,Unknown
Маунфелд КЗ,3679,Unknown
О'КЕЙ,3679,Unknown
ПРИОЛЬ,3679,Unknown
Планета Электроники,3679,Unknown
Пять Звезд,3679,Unknown
Телерадиотехника,3679,Unknown
ТехноGRAD,3679,Unknown
ТехноМаг,3679,Unknown
Техномаг,3679,Unknown
Фирменный магазин,3679,Unknown
Фирменный магазин (Evrika Retail Group),3679,Unknown
Электро тайм,3679,Unknown
-techno market-,3712,Unknown
1.kz,3712,Unknown
12 месяцев-Астана,3712,Unknown
2People,3712,Unknown
3D Trade,3712,Unknown
5 Звезд,3712,Unknown
A-T STORE,3712,Unknown
ABC Retail,3712,Unknown
ALL IN,3712,Unknown
ALSER.kz,3712,Unknown
ASKA.KZ,3712,Unknown
ASTECHKZ,3712,Unknown
Ademtechno.kz,3712,Unknown
AlemSink,3712,Unknown
Anni Min,3712,Unknown
Artface Сompany,3712,Unknown
BOSCH CENTRE (Evrika Retail Group),3712,Unknown
BS KAZAKHSTAN,3712,Unknown
Batyrstore,3712,Unknown
Best-Market,3712,Unknown
Bestmarket,3712,Unknown
DELLA SHOP,3712,Unknown
DILLION MART “DMR”,3712,Unknown
DNA Tech,3712,Unknown
DOMALISPRO,3712,Unknown
Darmart,3712,Unknown
Desiredmarket,3712,Unknown
Discount shop,3712,Unknown
E-COM.kz,3712,Unknown
EAST BREEZE,3712,Unknown
EasyTech,3712,Unknown
Essen QAZAQSTAN,3712,Unknown
Evrika,3712,Unknown
FastDev Trade,3712,Unknown
Fora,3712,Unknown
Fresh breeze,3712,Unknown
GlobalTm,3712,Unknown
HOFMANN,3712,Unknown
HURACAN,3712,Unknown
Haier Kazakhstan,3712,Unknown
Hi-Tech (Хайтек),3712,Unknown
M-techno,3712,Unknown
MEINHAUS.KZ,3712,Unknown
Mechta.kz,3712,Unknown
MegaNetwork.kz,3712,Unknown
NETA HOME,3712,Unknown
NetBazar,3712,Unknown
Oma.kz,3712,Unknown
Power Plus,3712,Unknown
Price-less,3712,Unknown
Qural-Saiman,3712,Unknown
REAL-PRICE.kz,3712,Unknown
Redmart,3712,Unknown
SCK,3712,Unknown
SHOK,3712,Unknown
SMARTY,3712,Unknown
SMEG ТЕХНОЛАЙН,3712,Unknown
Sale. Kz,3712,Unknown
Satel,3712,Unknown
Sauda24.kz,3712,Unknown
ShopMax,3712,Unknown
Smart Technology,3712,Unknown
SmartLife,3712,Unknown
Smartshop,3712,Unknown
Sulpak,3712,Unknown
SuperSale,3712,Unknown
TECHNO-VISION,3712,Unknown
TECHNOSKLAD,3712,Unknown
TORGTECH,3712,Unknown
TS-MARKET,3712,Unknown
TechnoDom.kz,3712,Unknown
Technomagkz,3712,Unknown
Technovision One,3712,Unknown
Top-sale,3712,Unknown
TopShop,3712,Unknown
Trendshop,3712,Unknown
ZAKAJY.KZ,3712,Unknown
_ALGA_,3712,Unknown
bt24.kz / Белая Техника,3712,Unknown
Алатырь,3712,Unknown
Амир,3712,Unknown
ДОЛЯМИ.kz,3712,Unknown
ИП QPICK,3712,Unknown
Казахтелеком Магазин,3712,Unknown
Маунфелд КЗ,3712,Unknown
О'КЕЙ,3712,Unknown
ПРИОЛЬ,3712,Unknown
Планета Электроники,3712,Unknown
Пять Звезд,3712,Unknown
ТехноGRAD,3712,Unknown
ТехноМаг,3712,Unknown
Техномаг,3712,Unknown
Фирменный магазин,3712,Unknown
Фирменный магазин (Evrika Retail Group),3712,Unknown
1.kz,3712,Unknown
3D Trade,3712,Unknown
5 Звезд,3712,Unknown
A-T STORE,3712,Unknown
ABC Retail,3712,Unknown
ALL IN,3712,Unknown
ALSER.kz,3712,Unknown
ASKA.KZ,3712,Unknown
ASTECHKZ,3712,Unknown
Ademtechno.kz,3712,Unknown
Anni Min,3712,Unknown
Artface Сompany,3712,Unknown
AsEr TECHNO,3712,Unknown
BOSCH CENTRE (Evrika Retail Group),3712,Unknown
BS KAZAKHSTAN,3712,Unknown
Best-Market,3712,Unknown
DAREL Trade,3712,Unknown
DELLA SHOP,3712,Unknown
DILLION MART “DMR”,3712,Unknown
DNA Tech,3712,Unknown
Darmart,3712,Unknown
Desiredmarket,3712,Unknown
Discount shop,3712,Unknown
E-COM.kz,3712,Unknown
EAST BREEZE,3712,Unknown
EasyTech,3712,Unknown
Evrika,3712,Unknown
FASTSHOP,3712,Unknown
Fora,3712,Unknown
Fresh breeze,3712,Unknown
HOFMANN,3712,Unknown
HURACAN,3712,Unknown
Haier Kazakhstan,3712,Unknown
Hi-Tech (Хайтек),3712,Unknown
M-techno,3712,Unknown
MEINHAUS.KZ,3712,Unknown
MERCURY,3712,Unknown
MaxiExpress,3712,Unknown
Mechta.kz,3712,Unknown
MegaNetwork.kz,3712,Unknown
Metropolitan,3712,Unknown
NetBazar,3712,Unknown
Oma.kz,3712,Unknown
Power Plus,3712,Unknown
Price-less,3712,Unknown
Qural-Saiman,3712,Unknown
REAL-PRICE.kz,3712,Unknown
Redmart,3712,Unknown
SCK,3712,Unknown
SHOK,3712,Unknown
SMARTY,3712,Unknown
SMEG ТЕХНОЛАЙН,3712,Unknown
Sale. Kz,3712,Unknown
Sauda24.kz,3712,Unknown
Secret Shop,3712,Unknown
SimBeeLand,3712,Unknown
Smart Technology,3712,Unknown
Smartshop,3712,Unknown
Sulpak,3712,Unknown
SuperSale,3712,Unknown
Swell Shop,3712,Unknown
TECHNO-VISION,3712,Unknown
TECHNOSKLAD,3712,Unknown
TS-MARKET,3712,Unknown
Techno Gold,3712,Unknown
TechnoDom.kz,3712,Unknown
Technomagkz,3712,Unknown
Top-sale,3712,Unknown
TopShop,3712,Unknown
Trendshop,3712,Unknown
VICTORIA,3712,Unknown
Vertex,3712,Unknown
ZAKAJY.KZ,3712,Unknown
_ALGA_,3712,Unknown
bt24.kz / Белая Техника,3712,Unknown
«Best Erke»,3712,Unknown
Адал,3712,Unknown
ДОЛЯМИ.kz,3712,Unknown
ЗУБР-официальный магазин в городе Алматы,3712,Unknown
ИП AiSANA,3712,Unknown
ИП QPICK,3712,Unknown
ИП Ильяс,3712,Unknown
Казахтелеком Магазин,3712,Unknown
Маунфелд КЗ,3712,Unknown
О'КЕЙ,3712,Unknown
ПРИОЛЬ,3712,Unknown
Планета Электроники,3712,Unknown
Пять Звезд,3712,Unknown
ТехноGRAD,3712,Unknown
Техномаг,3712,Unknown
Фирменный магазин,3712,Unknown
Фирменный магазин (Evrika Retail Group),3712,Unknown
Электро тайм,3712,Unknown
1.kz,3712,Unknown
12 месяцев-Астана,3712,Unknown
3D Trade,3712,Unknown
5 Звезд,3712,Unknown
A-T STORE,3712,Unknown
ABC Retail,3712,Unknown
ALL IN,3712,Unknown
ALSER.kz,3712,Unknown
ASKA.KZ,3712,Unknown
ASTECHKZ,3712,Unknown
Ademtechno.kz,3712,Unknown
AlemSink,3712,Unknown
Artface Сompany,3712,Unknown
AsEr TECHNO,3712,Unknown
AuraTech,3712,Unknown
BOSCH CENTRE (Evrika Retail Group),3712,Unknown
BS KAZAKHSTAN,3712,Unknown
Batyrstore,3712,Unknown
Best-Market,3712,Unknown
Bestmarket,3712,Unknown
DAREL Trade,3712,Unknown
DELLA SHOP,3712,Unknown
DILLION MART “DMR”,3712,Unknown
DNA Tech,3712,Unknown
DOMALISPRO,3712,Unknown
Darmart,3712,Unknown
Discount shop,3712,Unknown
E-COM.kz,3712,Unknown
EAST BREEZE,3712,Unknown
EasyTech,3712,Unknown
Essen QAZAQSTAN,3712,Unknown
Evrika,3712,Unknown
Fora,3712,Unknown
Fresh breeze,3712,Unknown
HOFMANN,3712,Unknown
HOKO MARKET,3712,Unknown
HURACAN,3712,Unknown
Haier Kazakhstan,3712,Unknown
Haley,3712,Unknown
Hi-Tech (Хайтек),3712,Unknown
Kitfort официальный магазин,3712,Unknown
Lucente,3712,Unknown
M-techno,3712,Unknown
MEINHAUS.KZ,3712,Unknown
MOBILAGID,3712,Unknown
MaxiExpress,3712,Unknown
Mechta.kz,3712,Unknown
MegaNetwork.kz,3712,Unknown
Metropolitan,3712,Unknown
NetBazar,3712,Unknown
Oma.kz,3712,Unknown
Polson,3712,Unknown
Power Plus,3712,Unknown
Price-less,3712,Unknown
Qural-Saiman,3712,Unknown
REAL-PRICE.kz,3712,Unknown
Redmart,3712,Unknown
SCK,3712,Unknown
SHOK,3712,Unknown
SMART HOOM,3712,Unknown
SMARTY,3712,Unknown
SMEG ТЕХНОЛАЙН,3712,Unknown
STIM,3712,Unknown
Sale. Kz,3712,Unknown
Sauda24.kz,3712,Unknown
SimBeeLand,3712,Unknown
Smart Technology,3712,Unknown
Smartshop,3712,Unknown
Sulpak,3712,Unknown
SuperSale,3712,Unknown
TECHNO-VISION,3712,Unknown
TECHNOSKLAD,3712,Unknown
TS-MARKET,3712,Unknown
TakoShop,3712,Unknown
Techno Gold,3712,Unknown
TechnoDom.kz,3712,Unknown
Technomagkz,3712,Unknown
Technovision One,3712,Unknown
Texno,3712,Unknown
Top-sale,3712,Unknown
TopShop,3712,Unknown
Trendshop,3712,Unknown
Vertex,3712,Unknown
Werner Kazakhstan,3712,Unknown
ZAKAJY.KZ,3712,Unknown
_ALGA_,3712,Unknown
artomolli,3712,Unknown
bt24.kz / Белая Техника,3712,Unknown
«Best Erke»,3712,Unknown
Амир,3712,Unknown
ДОЛЯМИ.kz,3712,Unknown
ИП QPICK,3712,Unknown
Казахтелеком Магазин,3712,Unknown
Маунфелд КЗ,3712,Unknown
О'КЕЙ,3712,Unknown
ПРИОЛЬ,3712,Unknown
Планета Электроники,3712,Unknown
Пять Звезд,3712,Unknown
Телерадиотехника,3712,Unknown
ТехноGRAD,3712,Unknown
Техномаг,3712,Unknown
Фирменный магазин,3712,Unknown
Фирменный магазин (Evrika Retail Group),3712,Unknown
Электро тайм,3712,Unknown
1.kz,3679,Unknown
12 месяцев Караганда,3679,Unknown
12 месяцев-Астана,3679,Unknown
2People,3679,Unknown
5 Звезд,3679,Unknown
A-T STORE,3679,Unknown
ABC Retail,3679,Unknown
ACCIO STORE,3679,Unknown
ADEM,3679,Unknown
AIDA,3679,Unknown
ALL IN,3679,Unknown
ALSER.kz,3679,Unknown
ASANALIstore,3679,Unknown
ASKA.KZ,3679,Unknown
ASTECHKZ,3679,Unknown
Abal,3679,Unknown
Ademtechno.kz,3679,Unknown
Akvilon.kz,3679,Unknown
Alice,3679,Unknown
Alishopkz,3679,Unknown
AlmaRemont,3679,Unknown
Anika,3679,Unknown
Antalya_Gold_Almaty,3679,Unknown
Artel Official Store,3679,Unknown
Artface Сompany,3679,Unknown
AuraTech,3679,Unknown
Automen,3679,Unknown
Ayazbayevaa,3679,Unknown
BARISTA STORE,3679,Unknown
BEST PRICE,3679,Unknown
BIGRaim,3679,Unknown
BS KAZAKHSTAN,3679,Unknown
Bakyt Group,3679,Unknown
BaribarAstana,3679,Unknown
Batyrstore,3679,Unknown
Bek group,3679,Unknown
Best-Market,3679,Unknown
Bestmarket,3679,Unknown
Beurer-shop.kz,3679,Unknown
Bless Company,3679,Unknown
CMF,3679,Unknown
CTS,3679,Unknown
Comfort to your home,3679,Unknown
ComfortАй,3679,Unknown
Crazy_case,3679,Unknown
DAREL Trade,3679,Unknown
DELLA SHOP,3679,Unknown
DISTI,3679,Unknown
DMA.health,3679,Unknown
DOMALISPRO,3679,Unknown
Darmart,3679,Unknown
Desiredmarket,3679,Unknown
Discount shop,3679,Unknown
Dr. Plumber,3679,Unknown
E-COM.kz,3679,Unknown
E-Commerce,3679,Unknown
E-pick,3679,Unknown
EAST BREEZE,3679,Unknown
EasyTech,3679,Unknown
Ereke_Servis_Onlain,3679,Unknown
Evrika,3679,Unknown
F R Market,3679,Unknown
FDR,3679,Unknown
Fakir Hausgeräte,3679,Unknown
Fora,3679,Unknown
Fresh breeze,3679,Unknown
GamerZ,3679,Unknown
Gulery_shop,3679,Unknown
HOKO MARKET,3679,Unknown
HOME VIBE,3679,Unknown
HURACAN,3679,Unknown
Haley,3679,Unknown
Hi-Tech (Хайтек),3679,Unknown
IKEA,3679,Unknown
IT Sklad,3679,Unknown
KIWANO,3679,Unknown
KURSORKZ,3679,Unknown
KazIT,3679,Unknown
Kitfort официальный магазин,3679,Unknown
KupiSam.kz,3679,Unknown
L Shop,3679,Unknown
LSTRADE,3679,Unknown
LUXE SHOP,3679,Unknown
Lucente,3679,Unknown
Luminarc,3679,Unknown
M-Home Premium,3679,Unknown
M-Technics.kz,3679,Unknown
M-techno,3679,Unknown
MARSEL - официальный магазин,3679,Unknown
MEINHAUS.KZ,3679,Unknown
MELBREND,3679,Unknown
METANOIA,3679,Unknown
Magnit-shop.kz,3679,Unknown
MaxiExpress,3679,Unknown
Mechta.kz,3679,Unknown
MedishaSweet,3679,Unknown
MegaLux Trade,3679,Unknown
Mufassa,3679,Unknown
My Case,3679,Unknown
Nareba,3679,Unknown
Nash Floral Home,3679,Unknown
NetBazar,3679,Unknown
Nomad,3679,Unknown
Nplus.kz,3679,Unknown
OMAR store,3679,Unknown
OZIMIZ GOI,3679,Unknown
Oma.kz,3679,Unknown
OnlineDuken,3679,Unknown
PILA.KZ,3679,Unknown
Phone.mobile.krg,3679,Unknown
Polson,3679,Unknown
Power Plus,3679,Unknown
Price-less,3679,Unknown
Pro-integrator,3679,Unknown
Q-Saiman,3679,Unknown
QazTech,3679,Unknown
Qiyal collection,3679,Unknown
Qmax,3679,Unknown
Qural-Saiman,3679,Unknown
RBS Phone,3679,Unknown
REAL-PRICE.kz,3679,Unknown
REZO MARKET,3679,Unknown
RSHOPPING KZ,3679,Unknown
RVMVNOV,3679,Unknown
SAYGA-KZ,3679,Unknown
SCK,3679,Unknown
SHOK,3679,Unknown
SLD,3679,Unknown
SMART TV,3679,Unknown
SMARTY,3679,Unknown
SOLO NUTRITION,3679,Unknown
Sale. Kz,3679,Unknown
SauDa market,3679,Unknown
Sauda24.kz,3679,Unknown
Shattyq,3679,Unknown
ShopMax,3679,Unknown
Smart Technology,3679,Unknown
SmartLife,3679,Unknown
Smartshop,3679,Unknown
Sonifer,3679,Unknown
Starr Home,3679,Unknown
Sulpak,3679,Unknown
SuperSale,3679,Unknown
T.kz,3679,Unknown
TECHNOSKLAD,3679,Unknown
TEHNOMIR_KZ,3679,Unknown
TMART,3679,Unknown
TORE официальный магазин,3679,Unknown
TS-MARKET,3679,Unknown
TV AZIA,3679,Unknown
Tatte Tasty Coffee,3679,Unknown
Tech World,3679,Unknown
TechnoDom.kz,3679,Unknown
TechnoLider,3679,Unknown
TechnoMix_opt,3679,Unknown
Tehnaroff,3679,Unknown
Texno,3679,Unknown
Tomiris Altyn,3679,Unknown
Top-sale,3679,Unknown
TopShop,3679,Unknown
Traffic,3679,Unknown
Trendshop,3679,Unknown
UNKAI BRAND,3679,Unknown
Uyanov_077,3679,Unknown
VaLMish,3679,Unknown
Vektor vremeni.kz,3679,Unknown
Vertex,3679,Unknown
Y-market,3679,Unknown
Yas.Min,3679,Unknown
ZERO,3679,Unknown
Zefkzz,3679,Unknown
Zelmer,3679,Unknown
Zen,3679,Unknown
_ALGA_,3679,Unknown
artomolli,3679,Unknown
bt24.kz / Белая Техника,3679,Unknown
ecost.kz,3679,Unknown
home paradise,3679,Unknown
markettop.kz,3679,Unknown
victory home,3679,Unknown
«Best Erke»,3679,Unknown
Адал,3679,Unknown
Акватрейд,3679,Unknown
Алия,3679,Unknown
Аслан,3679,Unknown
АстаМарт,3679,Unknown
Атмосфера,3679,Unknown
ГИДРАНТКАЗ ONLINE SHOPING,3679,Unknown
ДОЛЯМИ.kz,3679,Unknown
Жасмин.,3679,Unknown
Жақсы Таңдау,3679,Unknown
ИП AVTO-PARADISE,3679,Unknown
ИП DOSS,3679,Unknown
ИП Dorbix,3679,Unknown
ИП Goodki,3679,Unknown
ИП QPICK,3679,Unknown
ИП Алик,3679,Unknown
ИП Базарбаева,3679,Unknown
ИП Бакишева,3679,Unknown
ИП ЕНСЕБАЕВА,3679,Unknown
ИП Исаева А.А.,3679,Unknown
ИП КЕНЖЕБЕКОВА,3679,Unknown
ИП Каратаев,3679,Unknown
ИП Ковширина,3679,Unknown
ИП Маратова,3679,Unknown
ИП Нурахмет,3679,Unknown
ИП Нурик,3679,Unknown
ИП Оразбаев,3679,Unknown
ИП РАМАНОВ,3679,Unknown
ИП Утейкин В.Н,3679,Unknown
ИП Хамза,3679,Unknown
Империя чехлов,3679,Unknown
Интернет магазин СЛМ,3679,Unknown
Ип Жолдасбаева,3679,Unknown
Казахтелеком Магазин,3679,Unknown
МАЙГУЛ,3679,Unknown
Магазин Рыбак,3679,Unknown
Маунфелд КЗ,3679,Unknown
Мурат,3679,Unknown
Мырзахметова,3679,Unknown
О'КЕЙ,3679,Unknown
Официальный магазин Tefal,3679,Unknown
ПРИОЛЬ,3679,Unknown
Планета Электроники,3679,Unknown
Пять Звезд,3679,Unknown
Симба,3679,Unknown
Стройсити,3679,Unknown
ТОВАРЫ ДЛЯ ДОМА САЯХАТ,3679,Unknown
Телерадиотехника,3679,Unknown
ТехноGRAD,3679,Unknown
Техномаг,3679,Unknown
Уют_kz,3679,Unknown
Формула Уюта. Оригинальные товары от шведского бренда.,3679,Unknown
2People,3714,Unknown
5 Звезд,3714,Unknown
A-T STORE,3714,Unknown
ACCIO STORE,3714,Unknown
ALL IN,3714,Unknown
ARUTYUNYAN GROUP,3714,Unknown
ASTANA-MARKET 01,3714,Unknown
AUA KZ,3714,Unknown
Artface Сompany,3714,Unknown
Automen,3714,Unknown
BOSCH CENTRE (Evrika Retail Group),3714,Unknown
Batyrstore,3714,Unknown
Best-Market,3714,Unknown
DARYN,3714,Unknown
DELLA SHOP,3714,Unknown
DNA Tech,3714,Unknown
DOMALISPRO,3714,Unknown
Desiredmarket,3714,Unknown
Di Maestri,3714,Unknown
E-COM.kz,3714,Unknown
EAST BREEZE,3714,Unknown
Evrika,3714,Unknown
Fakir Hausgeräte,3714,Unknown
Fora,3714,Unknown
Fresh breeze,3714,Unknown
GRAND STORE,3714,Unknown
Gold Home,3714,Unknown
Gulery_shop,3714,Unknown
HURACAN,3714,Unknown
Haley,3714,Unknown
IT Sklad,3714,Unknown
Kitfort официальный магазин,3714,Unknown
LUXE SHOP,3714,Unknown
M-Technics.kz,3714,Unknown
MaxiExpress,3714,Unknown
Mechta.kz,3714,Unknown
Mufassa,3714,Unknown
Nareba,3714,Unknown
NetBazar,3714,Unknown
Nolte,3714,Unknown
Nolte Astana,3714,Unknown
Nomad,3714,Unknown
OMAR store,3714,Unknown
PREMIUM MARKET,3714,Unknown
Power Plus,3714,Unknown
Price-less,3714,Unknown
RAU TRADE,3714,Unknown
REAL-PRICE.kz,3714,Unknown
RSHOPPING KZ,3714,Unknown
SHOK,3714,Unknown
SMART HOOM,3714,Unknown
SMEG ТЕХНОЛАЙН,3714,Unknown
Sauda24.kz,3714,Unknown
Smart Technology,3714,Unknown
SmartLife,3714,Unknown
Sulpak,3714,Unknown
TECHNOSKLAD,3714,Unknown
TRADE STORE,3714,Unknown
Tatte Tasty Coffee,3714,Unknown
TechnoDom.kz,3714,Unknown
Top-sale,3714,Unknown
Trendshop,3714,Unknown
VaLMish,3714,Unknown
Vertex,3714,Unknown
ZAKAJY.KZ,3714,Unknown
_ALGA_,3714,Unknown
artomolli,3714,Unknown
coffeeone_kz,3714,Unknown
i-mart,3714,Unknown
«Best Erke»,3714,Unknown
АТИКО Костанай,3714,Unknown
ГИДРАНТКАЗ ONLINE SHOPING,3714,Unknown
